,Weight Class,Victory Type (L),Victory Type (S),Winner Score,Loser Score,Winner First Name,Winner Last Name,Winner School (L),Winner School (S),Loser First Name,Loser Last Name,Loser School (L),Loser School (S),Unknown (Seed?),Round,Event Name,Event ID,Event Order (1=newest),Winner Full Name,Loser Full Name
8615,145,Decision,Dec,1,6,Aziz,Makhmudov,Metropolitan Campus - PSAL,MCP,Joshua,Diaz,Maspeth - PSAL,MAPS,8,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Aziz Makhmudov,Joshua Diaz
8616,145,Decision,Dec,9,6,Aziz,Makhmudov,Metropolitan Campus - PSAL,MCP,Anthony,Freeman,Aviation-PSAL,AVPS,8,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Aziz Makhmudov,Anthony Freeman
8617,145,,,0,0,Dante,Dache,Metropolitan Campus - PSAL,MCP,,,,,8,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Dante Dache,
8618,145,Fall,Fall,0,0,Dante,Dache,Metropolitan Campus - PSAL,MCP,Vincent,Ocasio,Forest Hills HS - PSAL,FHHP,8,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Dante Dache,Vincent Ocasio
8619,145,Fall,Fall,0,0,Francisco,Aquino,Queens School Of Inquiry-PSAL,QSI,Dante,Dache,Metropolitan Campus - PSAL,MCP,8,Round 1,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Francisco Aquino,Dante Dache
8620,152,Fall,Fall,0,0,Kaden,Johnson,Metropolitan Campus - PSAL,MCP,Kevin,Argudo,John Bowne-PSAL,JBP,9,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Kaden Johnson,Kevin Argudo
8621,152,Fall,Fall,0,0,Kaden,Johnson,Metropolitan Campus - PSAL,MCP,Jayden,Tavares,Townsend Harris-PSAL,THP,9,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Kaden Johnson,Jayden Tavares
8622,152,Forfeit,For.,0,0,Kaden,Johnson,Metropolitan Campus - PSAL,MCP,Nestor,Hernandez,Forest Hills HS - PSAL,FHHP,9,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Kaden Johnson,Nestor Hernandez
8623,152,Fall,Fall,0,0,Kaden,Johnson,Metropolitan Campus - PSAL,MCP,Joel,Zea,Thomas Edison-PSAL,TEP,9,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Kaden Johnson,Joel Zea
8624,152,Forfeit,For.,0,0,Kaden,Johnson,Metropolitan Campus - PSAL,MCP,Caleb,Wong,Francis Lewis-PSAL,FLP,9,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Kaden Johnson,Caleb Wong
8625,160,Fall,Fall,0,0,Justin,Deleon,Metropolitan Campus - PSAL,MCP,Wally,Rakin,Long Island City-PSAL,LICP,10,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Justin Deleon,Wally Rakin
8626,160,Fall,Fall,0,0,Justin,Deleon,Metropolitan Campus - PSAL,MCP,Gavin,Ozoria,Flushing-PSAL,FLPS,10,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Justin Deleon,Gavin Ozoria
8627,160,Fall,Fall,0,0,Wally,Rakin,Long Island City-PSAL,LICP,Justin,Deleon,Metropolitan Campus - PSAL,MCP,10,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Wally Rakin,Justin Deleon
8628,170,Forfeit,For.,0,0,Nicholas,Sotir,Metropolitan Campus - PSAL,MCP,Roger,Huggins,Jamaica  - PSAL,JAPS,11,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Nicholas Sotir,Roger Huggins
8629,170,Fall,Fall,0,0,Nicholas,Sotir,Metropolitan Campus - PSAL,MCP,Michael,Kozuchowicz,Maspeth - PSAL,MAPS,11,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Nicholas Sotir,Michael Kozuchowicz
8630,170,Fall,Fall,0,0,Nicholas,Sotir,Metropolitan Campus - PSAL,MCP,Kevin,Hernandez,Thomas Edison-PSAL,TEP,11,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Nicholas Sotir,Kevin Hernandez
8631,182,Fall,Fall,0,0,Osman,Rosales,Metropolitan Campus - PSAL,MCP,Keelan,Kelly,Maspeth - PSAL,MAPS,12,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Osman Rosales,Keelan Kelly
8632,182,Fall,Fall,0,0,Osman,Rosales,Metropolitan Campus - PSAL,MCP,Shalin,Valerio,Jamaica  - PSAL,JAPS,12,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Osman Rosales,Shalin Valerio
8633,195,Fall,Fall,0,0,David,Bussey,Metropolitan Campus - PSAL,MCP,Badi,Zaman,Francis Lewis-PSAL,FLP,13,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,David Bussey,Badi Zaman
8634,195,Fall,Fall,0,0,David,Bussey,Metropolitan Campus - PSAL,MCP,Michael,Murray,Thomas Edison-PSAL,TEP,13,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,David Bussey,Michael Murray
8635,195,Fall,Fall,0,0,David,Bussey,Metropolitan Campus - PSAL,MCP,Fernando,Rodriguez,Robert F. Kennedy-PSAL,RFKP,13,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,David Bussey,Fernando Rodriguez
8636,195,Fall,Fall,0,0,Raul,Yanez,Queens  Complex-PSAL,QCP,David,Bussey,Metropolitan Campus - PSAL,MCP,13,3rd Place Match,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Raul Yanez,David Bussey
8637,220,Fall,Fall,0,0,Jevin,Torres,William C. Bryant-PSAL,WCBP,Giancarlo,Catarine,Metropolitan Campus - PSAL,MCP,14,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Jevin Torres,Giancarlo Catarine
8638,220,Major Decision,MD,4,12,Jevin,Torres,William C. Bryant-PSAL,WCBP,Anekin,Salavarria,Metropolitan Campus - PSAL,MCP,14,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Jevin Torres,Anekin Salavarria
8639,220,Decision,Dec,6,4,Anekin,Salavarria,Metropolitan Campus - PSAL,MCP,Lovepreet,Singh,Aviation-PSAL,AVPS,14,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Anekin Salavarria,Lovepreet Singh
8640,220,Fall,Fall,0,0,Anekin,Salavarria,Metropolitan Campus - PSAL,MCP,Umman,Azan,Jamaica  - PSAL,JAPS,14,Champ. Round 1,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Anekin Salavarria,Umman Azan
8641,285,Major Decision,MD,9,0,Ryan,Kim,Benjamin Cardozo HS - PSAL,BCHP,Caleb,Williams,Metropolitan Campus - PSAL,MCP,15,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Ryan Kim,Caleb Williams
8642,285,Fall,Fall,0,0,Caleb,Williams,Metropolitan Campus - PSAL,MCP,Brandon,Martinez,Aviation-PSAL,AVPS,15,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,371,Caleb Williams,Brandon Martinez
8643,195,Fall,Fall,0,0,Raul,Yanez,Queens  Complex-PSAL,QCP,Fernando,Rodriguez,Robert F. Kennedy-PSAL,RFKP,13,Quarterfinals,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,372,Raul Yanez,Fernando Rodriguez
8644,195,Fall,Fall,0,0,Raul,Yanez,Queens  Complex-PSAL,QCP,Alejandro,Colon,Hillcrest-PSAL,HIPS,13,Semifinals,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,372,Raul Yanez,Alejandro Colon
8645,195,Fall,Fall,0,0,Raul,Yanez,Queens  Complex-PSAL,QCP,Badi,Zaman,Francis Lewis-PSAL,FLP,13,Cons. Quarters,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,372,Raul Yanez,Badi Zaman
8646,195,Bye,Bye,0,0,Raul,Yanez,Queens  Complex-PSAL,QCP,,,,,13,Round 16,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,372,Raul Yanez,
8647,195,Fall,Fall,0,0,Raul,Yanez,Queens  Complex-PSAL,QCP,David,Bussey,Metropolitan Campus - PSAL,MCP,13,3rd Place Match,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,372,Raul Yanez,David Bussey
8648,145,Fall,Fall,0,0,Joseph,Perez,John Bowne-PSAL,JBP,Francisco,Aquino,Queens School Of Inquiry-PSAL,QSI,8,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,373,Joseph Perez,Francisco Aquino
8649,145,Fall,Fall,0,0,Francisco,Aquino,Queens School Of Inquiry-PSAL,QSI,Lesly,Garcia,Flushing-PSAL,FLPS,8,Cons. Round 2,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,373,Francisco Aquino,Lesly Garcia
8650,145,Fall,Fall,0,0,Francisco,Aquino,Queens School Of Inquiry-PSAL,QSI,Vincent,Ocasio,Forest Hills HS - PSAL,FHHP,8,Cons. Round 2,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,373,Francisco Aquino,Vincent Ocasio
8651,145,Fall,Fall,0,0,Francisco,Aquino,Queens School Of Inquiry-PSAL,QSI,Dante,Dache,Metropolitan Campus - PSAL,MCP,8,Round 1,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,373,Francisco Aquino,Dante Dache
8652,145,Fall,Fall,0,0,Francisco,Aquino,Queens School Of Inquiry-PSAL,QSI,Joseph,Perez,John Bowne-PSAL,JBP,8,Round 2,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,373,Francisco Aquino,Joseph Perez
8653,160,Fall,Fall,0,0,Josh,Sanpaul,Queens School Of Inquiry-PSAL,QSI,Luis,Lamboy,Hillcrest-PSAL,HIPS,10,Round 1,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,373,Josh Sanpaul,Luis Lamboy
8654,160,Fall,Fall,0,0,Josh,Sanpaul,Queens School Of Inquiry-PSAL,QSI,Luis,Mejia,Jamaica  - PSAL,JAPS,10,Round 1,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,373,Josh Sanpaul,Luis Mejia
8655,182,Decision,Dec,13,7,Brandon,Lee,Benjamin Cardozo HS - PSAL,BCHP,Fernando,Sanchez,Robert F. Kennedy-PSAL,RFKP,12,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,374,Brandon Lee,Fernando Sanchez
8656,182,Fall,Fall,0,0,Quincy,Brown-Lawler,Springfield Gardens-PSAL,SGP,Fernando,Sanchez,Robert F. Kennedy-PSAL,RFKP,12,Champ. Round 2,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,374,Quincy Brown-Lawler,Fernando Sanchez
8657,195,Fall,Fall,0,0,David,Bussey,Metropolitan Campus - PSAL,MCP,Fernando,Rodriguez,Robert F. Kennedy-PSAL,RFKP,13,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,374,David Bussey,Fernando Rodriguez
8658,195,Fall,Fall,0,0,Simon,Camelo,William C. Bryant-PSAL,WCBP,Fernando,Rodriguez,Robert F. Kennedy-PSAL,RFKP,13,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,374,Simon Camelo,Fernando Rodriguez
8659,195,Fall,Fall,0,0,Raul,Yanez,Queens  Complex-PSAL,QCP,Fernando,Rodriguez,Robert F. Kennedy-PSAL,RFKP,13,Quarterfinals,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,374,Raul Yanez,Fernando Rodriguez
8660,285,Fall,Fall,0,0,Edwin,Deleon,William C. Bryant-PSAL,WCBP,Robert,Miller,Robert F. Kennedy-PSAL,RFKP,15,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,374,Edwin Deleon,Robert Miller
8661,99,Forfeit,For.,0,0,James,Gatta,Thomas Edison-PSAL,TEP,Dylan,Jagdeo,Springfield Gardens-PSAL,SGP,1,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,375,James Gatta,Dylan Jagdeo
8662,99,Injury Default,Inj.,0,0,Dylan,Jagdeo,Springfield Gardens-PSAL,SGP,Jared,Apellaniz,Metropolitan Campus - PSAL,MCP,1,Champ. Round 2,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,375,Dylan Jagdeo,Jared Apellaniz
8663,106,Fall,Fall,0,0,Dakarai Dashani,Robinson Jones,Springfield Gardens-PSAL,SGP,Eitan,Kats,Francis Lewis-PSAL,FLP,2,Champ. Round 1,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,375,Dakarai Dashani Robinson Jones,Eitan Kats
8664,106,Fall,Fall,0,0,Dakarai Dashani,Robinson Jones,Springfield Gardens-PSAL,SGP,Maria,Leyba,Townsend Harris-PSAL,THP,2,Champ. Round 2,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,375,Dakarai Dashani Robinson Jones,Maria Leyba
8665,106,Fall,Fall,0,0,Eric,Fang,Maspeth - PSAL,MAPS,Dakarai Dashani,Robinson Jones,Springfield Gardens-PSAL,SGP,2,1st Place Match,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,375,Eric Fang,Dakarai Dashani Robinson Jones
8666,138,Fall,Fall,0,0,Shawn,Ali,Benjamin Cardozo HS - PSAL,BCHP,Aganee,Smith,Springfield Gardens-PSAL,SGP,7,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,375,Shawn Ali,Aganee Smith
8667,138,Fall,Fall,0,0,Aganee,Smith,Springfield Gardens-PSAL,SGP,Matthew,Algenio,Townsend Harris-PSAL,THP,7,Champ. Round 1,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,375,Aganee Smith,Matthew Algenio
8668,138,Fall,Fall,0,0,Aganee,Smith,Springfield Gardens-PSAL,SGP,Alexny,Gonzalez,Long Island City-PSAL,LICP,7,7th Place Match,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,375,Aganee Smith,Alexny Gonzalez
8669,182,Fall,Fall,0,0,Quincy,Brown-Lawler,Springfield Gardens-PSAL,SGP,Fernando,Sanchez,Robert F. Kennedy-PSAL,RFKP,12,Champ. Round 2,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,375,Quincy Brown-Lawler,Fernando Sanchez
8670,182,Fall,Fall,0,0,Quincy,Brown-Lawler,Springfield Gardens-PSAL,SGP,John,Douveas,Francis Lewis-PSAL,FLP,12,Semifinals,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,375,Quincy Brown-Lawler,John Douveas
8671,182,Fall,Fall,0,0,Quincy,Brown-Lawler,Springfield Gardens-PSAL,SGP,Saul,Abreu,Forest Hills HS - PSAL,FHHP,12,1st Place Match,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,375,Quincy Brown-Lawler,Saul Abreu
8672,99,Fall,Fall,0,0,James,Gatta,Thomas Edison-PSAL,TEP,Muhammadamin,Aslitdinov,Forest Hills HS - PSAL,FHHP,1,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,James Gatta,Muhammadamin Aslitdinov
8673,99,Forfeit,For.,0,0,James,Gatta,Thomas Edison-PSAL,TEP,Dylan,Jagdeo,Springfield Gardens-PSAL,SGP,1,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,James Gatta,Dylan Jagdeo
8674,99,Fall,Fall,0,0,James,Gatta,Thomas Edison-PSAL,TEP,Vivian,Chen,Townsend Harris-PSAL,THP,1,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,James Gatta,Vivian Chen
8675,113,Fall,Fall,0,0,Zhen,Yu,Benjamin Cardozo HS - PSAL,BCHP,Alexander,Acosta,Thomas Edison-PSAL,TEP,3,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Zhen Yu,Alexander Acosta
8676,113,Fall,Fall,0,0,Alexander,Acosta,Thomas Edison-PSAL,TEP,Samantha,Colon,Flushing-PSAL,FLPS,3,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Alexander Acosta,Samantha Colon
8677,113,Fall,Fall,0,0,Alexander,Acosta,Thomas Edison-PSAL,TEP,Emanuel,Russo,Aviation-PSAL,AVPS,3,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Alexander Acosta,Emanuel Russo
8678,113,Forfeit,For.,0,0,Alexander,Acosta,Thomas Edison-PSAL,TEP,Samantha,Colon,Flushing-PSAL,FLPS,3,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Alexander Acosta,Samantha Colon
8679,120,Fall,Fall,0,0,Botensky,Bauzile,Thomas Edison-PSAL,TEP,Xavier,Mendez,Long Island City-PSAL,LICP,4,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Botensky Bauzile,Xavier Mendez
8680,120,Fall,Fall,0,0,Botensky,Bauzile,Thomas Edison-PSAL,TEP,Elyor,Hasanov,Forest Hills HS - PSAL,FHHP,4,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Botensky Bauzile,Elyor Hasanov
8681,120,Fall,Fall,0,0,Botensky,Bauzile,Thomas Edison-PSAL,TEP,David,Galarza,William C. Bryant-PSAL,WCBP,4,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Botensky Bauzile,David Galarza
8682,126,Fall,Fall,0,0,Hamza,Maiwand,Benjamin Cardozo HS - PSAL,BCHP,Riley,Perera,Thomas Edison-PSAL,TEP,5,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Hamza Maiwand,Riley Perera
8683,126,Fall,Fall,0,0,Riley,Perera,Thomas Edison-PSAL,TEP,Emmanuel,Adjehour,Jamaica  - PSAL,JAPS,5,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Riley Perera,Emmanuel Adjehour
8684,126,Decision,Dec,6,0,Riley,Perera,Thomas Edison-PSAL,TEP,Marcus,Baptiste,Flushing-PSAL,FLPS,5,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Riley Perera,Marcus Baptiste
8685,126,Fall,Fall,0,0,Riley,Perera,Thomas Edison-PSAL,TEP,Kalo,Shuke,Maspeth - PSAL,MAPS,5,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Riley Perera,Kalo Shuke
8686,132,Fall,Fall,0,0,Joseph,Mcnally,Thomas Edison-PSAL,TEP,Andrew,Diaz,Forest Hills HS - PSAL,FHHP,6,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Joseph Mcnally,Andrew Diaz
8687,132,Fall,Fall,0,0,Joseph,Mcnally,Thomas Edison-PSAL,TEP,Hong,Cao,Francis Lewis-PSAL,FLP,6,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Joseph Mcnally,Hong Cao
8688,138,Decision,Dec,7,11,Shawn,Ali,Benjamin Cardozo HS - PSAL,BCHP,John,Aguaiza,Thomas Edison-PSAL,TEP,7,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Shawn Ali,John Aguaiza
8689,138,,,0,0,John,Aguaiza,Thomas Edison-PSAL,TEP,Kevin,Clavijo,Aviation-PSAL,AVPS,7,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,John Aguaiza,Kevin Clavijo
8690,138,Major Decision,MD,10,0,John,Aguaiza,Thomas Edison-PSAL,TEP,Matthew,Algenio,Townsend Harris-PSAL,THP,7,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,John Aguaiza,Matthew Algenio
8691,138,Decision,Dec,5,7,John,Aguaiza,Thomas Edison-PSAL,TEP,Esteban,Yax,Flushing-PSAL,FLPS,7,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,John Aguaiza,Esteban Yax
8692,152,Fall,Fall,0,0,Sebastian,Mosquera,Benjamin Cardozo HS - PSAL,BCHP,Joel,Zea,Thomas Edison-PSAL,TEP,9,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Sebastian Mosquera,Joel Zea
8693,152,Fall,Fall,0,0,Kaden,Johnson,Metropolitan Campus - PSAL,MCP,Joel,Zea,Thomas Edison-PSAL,TEP,9,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Kaden Johnson,Joel Zea
8694,152,Fall,Fall,0,0,Joel,Zea,Thomas Edison-PSAL,TEP,Gianni,Riera,Aviation-PSAL,AVPS,9,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Joel Zea,Gianni Riera
8695,152,Fall,Fall,0,0,Joel,Zea,Thomas Edison-PSAL,TEP,Tristan,Paterson,Jamaica  - PSAL,JAPS,9,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Joel Zea,Tristan Paterson
8696,170,Fall,Fall,0,0,Nicholas,Sotir,Metropolitan Campus - PSAL,MCP,Kevin,Hernandez,Thomas Edison-PSAL,TEP,11,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Nicholas Sotir,Kevin Hernandez
8697,170,Fall,Fall,0,0,Kevin,Hernandez,Thomas Edison-PSAL,TEP,Tyrique,Burrell,Long Island City-PSAL,LICP,11,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Kevin Hernandez,Tyrique Burrell
8698,170,Fall,Fall,0,0,Kevin,Hernandez,Thomas Edison-PSAL,TEP,Gabriel,Herrera,Francis Lewis-PSAL,FLP,11,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Kevin Hernandez,Gabriel Herrera
8699,195,Fall,Fall,0,0,David,Bussey,Metropolitan Campus - PSAL,MCP,Michael,Murray,Thomas Edison-PSAL,TEP,13,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,David Bussey,Michael Murray
8700,195,Fall,Fall,0,0,Michael,Murray,Thomas Edison-PSAL,TEP,Kaden,Scott-Archer,Jamaica  - PSAL,JAPS,13,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Michael Murray,Kaden Scott-Archer
8701,195,Fall,Fall,0,0,Michael,Murray,Thomas Edison-PSAL,TEP,Alejandro,Colon,Hillcrest-PSAL,HIPS,13,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Michael Murray,Alejandro Colon
8702,220,Fall,Fall,0,0,Ulaan,Hyder,Thomas Edison-PSAL,TEP,John,Castillo,Information Technology -PSAL,ITP,14,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Ulaan Hyder,John Castillo
8703,220,Fall,Fall,0,0,Ulaan,Hyder,Thomas Edison-PSAL,TEP,,,,,14,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Ulaan Hyder,
8704,220,Fall,Fall,0,0,Ulaan,Hyder,Thomas Edison-PSAL,TEP,Jevin,Torres,William C. Bryant-PSAL,WCBP,14,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,376,Ulaan Hyder,Jevin Torres
8705,99,Fall,Fall,0,0,James,Gatta,Thomas Edison-PSAL,TEP,Vivian,Chen,Townsend Harris-PSAL,THP,1,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,James Gatta,Vivian Chen
8706,99,Fall,Fall,0,0,Luis,Mojica,Long Island City-PSAL,LICP,Vivian,Chen,Townsend Harris-PSAL,THP,1,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Luis Mojica,Vivian Chen
8707,106,Technical Fall,TF,18,3,Lawrence,Fong,Benjamin Cardozo HS - PSAL,BCHP,Maria,Leyba,Townsend Harris-PSAL,THP,2,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Lawrence Fong,Maria Leyba
8708,106,Fall,Fall,0,0,Haylee,Colinco Nucum,Metropolitan Campus - PSAL,MCP,Maria,Leyba,Townsend Harris-PSAL,THP,2,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Haylee Colinco Nucum,Maria Leyba
8709,106,Fall,Fall,0,0,Dakarai Dashani,Robinson Jones,Springfield Gardens-PSAL,SGP,Maria,Leyba,Townsend Harris-PSAL,THP,2,Champ. Round 2,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Dakarai Dashani Robinson Jones,Maria Leyba
8710,113,Fall,Fall,0,0,Zhen,Yu,Benjamin Cardozo HS - PSAL,BCHP,Jessie,Ye,Townsend Harris-PSAL,THP,3,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Zhen Yu,Jessie Ye
8711,126,Fall,Fall,0,0,Hamza,Maiwand,Benjamin Cardozo HS - PSAL,BCHP,Raymond,Zhuo,Townsend Harris-PSAL,THP,5,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Hamza Maiwand,Raymond Zhuo
8712,126,Decision,Dec,7,10,Raymond,Zhuo,Townsend Harris-PSAL,THP,Kalo,Shuke,Maspeth - PSAL,MAPS,5,Cons. Semis,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Raymond Zhuo,Kalo Shuke
8713,132,Fall,Fall,0,0,Ashtin,Reich,Benjamin Cardozo HS - PSAL,BCHP,Benjamin,Babaev,Townsend Harris-PSAL,THP,6,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Ashtin Reich,Benjamin Babaev
8714,132,Fall,Fall,0,0,Matthew,Shivechayan,John Bowne-PSAL,JBP,Benjamin,Babaev,Townsend Harris-PSAL,THP,6,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Matthew Shivechayan,Benjamin Babaev
8715,138,Forfeit,For.,0,0,Shawn,Ali,Benjamin Cardozo HS - PSAL,BCHP,Matthew,Algenio,Townsend Harris-PSAL,THP,7,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Shawn Ali,Matthew Algenio
8716,138,Fall,Fall,0,0,Luis,Castillo,Metropolitan Campus - PSAL,MCP,Matthew,Algenio,Townsend Harris-PSAL,THP,7,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Luis Castillo,Matthew Algenio
8717,138,Major Decision,MD,10,0,John,Aguaiza,Thomas Edison-PSAL,TEP,Matthew,Algenio,Townsend Harris-PSAL,THP,7,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,John Aguaiza,Matthew Algenio
8718,138,Fall,Fall,0,0,Albiery,Carpio,William C. Bryant-PSAL,WCBP,Matthew,Algenio,Townsend Harris-PSAL,THP,7,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Albiery Carpio,Matthew Algenio
8719,138,Fall,Fall,0,0,Aganee,Smith,Springfield Gardens-PSAL,SGP,Matthew,Algenio,Townsend Harris-PSAL,THP,7,Champ. Round 1,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Aganee Smith,Matthew Algenio
8720,145,Major Decision,MD,14,3,Shane,Phillips,Benjamin Cardozo HS - PSAL,BCHP,Justin,Linzan,Townsend Harris-PSAL,THP,8,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Shane Phillips,Justin Linzan
8721,145,Decision,Dec,2,7,Aziz,Makhmudov,Metropolitan Campus - PSAL,MCP,Justin,Linzan,Townsend Harris-PSAL,THP,8,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Aziz Makhmudov,Justin Linzan
8722,145,Decision,Dec,8,9,Justin,Linzan,Townsend Harris-PSAL,THP,Joshua,Diaz,Maspeth - PSAL,MAPS,8,3rd Place Match,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Justin Linzan,Joshua Diaz
8723,152,Fall,Fall,0,0,Sebastian,Mosquera,Benjamin Cardozo HS - PSAL,BCHP,Jayden,Tavares,Townsend Harris-PSAL,THP,9,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Sebastian Mosquera,Jayden Tavares
8724,152,Fall,Fall,0,0,Kaden,Johnson,Metropolitan Campus - PSAL,MCP,Jayden,Tavares,Townsend Harris-PSAL,THP,9,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,377,Kaden Johnson,Jayden Tavares
